title,sponsor,status,date,url,source,category,summary,created_at
"The Meteorology Bill,2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-08/THE%20METEOROLOGY%20BILL%2C2023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Meteorology Bill,2023. Source: National Assembly Bills.",2026-02-11T00:06:21.086113
"The Kenya Roads (amendment) Bill ,2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-08/THE%20KENYA%20ROADS%20%28AMENDMENT%29%20BILL%20%2C2023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Kenya Roads (amendment) Bill ,2023. Source: National Assembly Bills.",2026-02-11T00:06:21.087169
"The Marriage (amendment) Bill,2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-08/THE%20MARRIAGE%20%28AMENDMENT%29%20BILL%2C2023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Marriage (amendment) Bill,2023. Source: National Assembly Bills.",2026-02-11T00:06:21.087698
"The National Transport And Safety Authority (amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-08/THE%20NATIONAL%20TRANSPORT%20AND%20SAFETY%20AUTHORITY%20%28AMENDMENT%29%20BILL%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The National Transport And Safety Authority (amendment) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:26.417771
"The University (amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-08/THE%20UNIVERSITY%20%28AMENDMENT%29%20BILL%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The University (amendment) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:26.418517
"The Anti-money Laundering And Combating Of Terrorism Financing Laws (amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-07/The%20Anti-Money%20Laundering%20And%20Combating%20Of%20Terrorism%20Financing%20laws%20%28Amendment%29%20Bill%2C%202023%281%29.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Anti-money Laundering And Combating Of Terrorism Financing Laws (amendment) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:26.419027
"The Crops (amendment) Bill,2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-07/THE%20CROPS%20%28AMENDMENT%29%20BILL%2C2023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Crops (amendment) Bill,2023. Source: National Assembly Bills.",2026-02-11T00:06:26.420134
"The Water (amendment) Bill , 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-07/THE%20WATER%20%28AMENDMENT%29%20BILL%20%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Water (amendment) Bill , 2023. Source: National Assembly Bills.",2026-02-11T00:06:26.420664
"The Fisheries Management And Development Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-07/THE%20FISHERIES%20MANAGEMENT%20AND%20DEVELOPMENT%20BILL%2C%202023-1.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Fisheries Management And Development Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:26.421186
"The National Government Co-ordination (amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-07/National%20Government%20Co-ordination%20%28Amendment%29%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The National Government Co-ordination (amendment) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:26.421764
The Economic And Social Rights Bill Senate Bill No. 7 Of 2022,Senate,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-06/The%20Economic%20and%20Social%20Rights%20Bill%20Senate%20Bill%20No.%207%20of%202022.pdf,National Assembly Bills,Legislative,Bill before Parliament: The Economic And Social Rights Bill Senate Bill No. 7 Of 2022. Source: National Assembly Bills.,2026-02-11T00:06:26.422874
The Parliamentary Powers And Privileges (amendment) Bill Senate Bill No. 5 Of 2022,Senate,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-06/The%20Parliamentary%20Powers%20and%20Privileges%20%28Amendment%29%20Bill%20Senate%20Bill%20No.%205%20of%202022.pdf,National Assembly Bills,Legislative,Bill before Parliament: The Parliamentary Powers And Privileges (amendment) Bill Senate Bill No. 5 Of 2022. Source: National Assembly Bills.,2026-02-11T00:06:26.423381
"The Vocational Training Bill, Senate Bill No. 3 Of 2022",Senate,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-06/The%20Vocational%20Training%20BIll%2C%20Senate%20Bill%20No.%203%20of%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Vocational Training Bill, Senate Bill No. 3 Of 2022. Source: National Assembly Bills.",2026-02-11T00:06:26.424531
"The Equalisation Fund Appropriation Bill, Senate Bill No. 3 Of 2023",Senate,Appropriation,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-06/The%20Equalisation%20Fund%20Appropriation%20Bill%2C%20Senate%20Bill%20No.%203%20of%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Equalisation Fund Appropriation Bill, Senate Bill No. 3 Of 2023. Source: National Assembly Bills.",2026-02-11T00:06:26.425147
"The County Allocation Of Revenue Bill, Senate Bill No. 16 Of 2023",Senate,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-06/The%20County%20Allocation%20of%20Revenue%20Bill%2C%20Senate%20Bill%20No.%2016%20of%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The County Allocation Of Revenue Bill, Senate Bill No. 16 Of 2023. Source: National Assembly Bills.",2026-02-11T00:06:26.426245
"The Persons With Disabilities Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-06/The%20Persons%20with%20Disabilities%20Bill%2C%202023%20%284%29.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Persons With Disabilities Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:26.426831
"The Anti-corruption And Economic Crimes (amendment) Bill ,2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-06/The%20Anti-Corruption%20and%20Economic%20Crimes%20%28Amendment%29%20Bill%20%2C2023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Anti-corruption And Economic Crimes (amendment) Bill ,2023. Source: National Assembly Bills.",2026-02-11T00:06:26.427420
"The Appropriation Bill, 2023",National Assembly,Appropriation,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-06/The%20Appropriation%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Appropriation Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:26.428615
"The National Disaster Risk Management Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-06/The%20National%20Disaster%20Risk%20Management%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The National Disaster Risk Management Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:26.429163
"The Kenya National Library Service Bill, 2023..",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-06/The%20Kenya%20National%20Library%20Service%20Bill%2C%202023...pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Kenya National Library Service Bill, 2023... Source: National Assembly Bills.",2026-02-11T00:06:26.429944
"The Insurance (amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-06/The%20Insurance%20%28Amendment%29%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Insurance (amendment) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:26.430992
"The Cancer Prevention And Control (amendment) Bill , 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-06/The%20Cancer%20Prevention%20and%20Control%20%28Amendment%29%20Bill%20%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Cancer Prevention And Control (amendment) Bill , 2023. Source: National Assembly Bills.",2026-02-11T00:06:26.431633
"The Higher Education Loans Board(amendment) Bill ,2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-06/THE%20HIGHER%20EDUCATION%20LOANS%20BOARD%28AMENDMENT%29%20BILL%20%2C2022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Higher Education Loans Board(amendment) Bill ,2022. Source: National Assembly Bills.",2026-02-11T00:06:26.432140
"The Food And Feed Safety Control Co-ordination Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-06/The%20Food%20And%20feed%20Safety%20Control%20Co-ordination%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Food And Feed Safety Control Co-ordination Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:26.433172
"The Public Finance Management (amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-05/The%20Public%20Finance%20Management%20%28amendment%29%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Public Finance Management (amendment) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:26.433172
"The Privatisation Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-05/The%20Privatisation%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Privatisation Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:26.434757
"The Parliamentary Pensions (amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-05/The%20Parliamentary%20Pensions%20%28Amendment%29%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Parliamentary Pensions (amendment) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:26.435269
"The Finance Bill , 2023.",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-05/THE%20FINANCE%20BILL%20%2C%202023_compressed.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Finance Bill , 2023.. Source: National Assembly Bills.",2026-02-11T00:06:32.346409
"The National Government Constituencies Development Fund (amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-05/The%20National%20Government%20Constituencies%20Development%20Fund%20%28Amendment%29%20Bill%2C%202023_compressed.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The National Government Constituencies Development Fund (amendment) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:32.347006
"The Public Service Commission (amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-04/THE%20PUBLIC%20SERVICE%20COMMISSION%20%28AMENDMENT%29%20BILL%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Public Service Commission (amendment) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:32.347006
"The Conflict Of Interest Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-04/THE%20CONFLICT%20OF%20INTEREST%20BILL%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Conflict Of Interest Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:32.347512
"Cancer Prevention And Control (amendment)(no.2) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-04/Cancer%20Prevention%20and%20Control%20%28Amendment%29%28No.2%29%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Cancer Prevention And Control (amendment)(no.2) Bill, 2022. Source: National Assembly Bills.",2026-02-11T00:06:32.348034
"The County Governments (revenue Raising Process Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-04/The%20County%20Governments%20%28Revenue%20Raising%20Process%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The County Governments (revenue Raising Process Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:32.348561
"The Higher Education Loans Board (amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-04/The%20Higher%20Education%20Loans%20Board%20%28Amendment%29%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Higher Education Loans Board (amendment) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:32.349113
"Health (amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-04/Health%20%28Amendment%29%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Health (amendment) Bill, 2022. Source: National Assembly Bills.",2026-02-11T00:06:32.349640
"Land (amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-04/Land%20%28Amendment%29%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Land (amendment) Bill, 2022. Source: National Assembly Bills.",2026-02-11T00:06:32.350687
"Public Service (values And Principles)(amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-04/Public%20Service%20%28Values%20and%20Principles%29%28Amendment%29%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Public Service (values And Principles)(amendment) Bill, 2022. Source: National Assembly Bills.",2026-02-11T00:06:32.351213
"Statutory Instrruments (amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-04/Statutory%20Instrruments%20%28Amendment%29%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Statutory Instrruments (amendment) Bill, 2022. Source: National Assembly Bills.",2026-02-11T00:06:32.351753
"Crops (amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-04/Crops%20%28Amendment%29%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Crops (amendment) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:32.352297
"Regional Development Authorities Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-04/Regional%20Development%20Authorities%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Regional Development Authorities Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:32.353336
"Wildlife Conservation And Management (amendment) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-04/Wildlife%20Conservation%20and%20Management%20%28Amendment%29%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Wildlife Conservation And Management (amendment) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:32.353858
"The Division Of Revenue Bill, 2023",National Assembly,Published,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-03/The%20Division%20of%20Revenue%20Bill%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Division Of Revenue Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:32.354446
"The Penal Code (amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-03/The%20Penal%20Code%20%28Amendment%29%20Bill%20%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Penal Code (amendment) Bill, 2022. Source: National Assembly Bills.",2026-02-11T00:06:32.355483
"The Supplementary Appropriation Bill, 2023",National Assembly,Appropriation,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-03/THE%20SUPPLEMENTARY%20APPROPRIATION%20BILL%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Supplementary Appropriation Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:32.356056
"The National Rating Bill, 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/THE%20NATIONAL%20RATING%20BILL%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The National Rating Bill, 2022. Source: National Assembly Bills.",2026-02-11T00:06:32.356579
"The Statutory Instruments ( Amendment ) Bill, 2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/THE%20STATUTORY%20INSTRUMENTS%20%28%20AMENDMENT%20%29%20BILL%2C%202023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Statutory Instruments ( Amendment ) Bill, 2023. Source: National Assembly Bills.",2026-02-11T00:06:32.357114
"The National Construction Authority (amendment) Bill,2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/THE%20NATIONAL%20CONSTRUCTION%20AUTHORITY%20%28AMENDMENT%29%20BILL%2C2022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The National Construction Authority (amendment) Bill,2022. Source: National Assembly Bills.",2026-02-11T00:06:32.357634
"The National Youth Council(amendment) Bill,2023",National Assembly,Amendment,2023-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/THE%20NATIONAL%20YOUTH%20COUNCIL%28AMENDMENT%29%20BILL%2C2023.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The National Youth Council(amendment) Bill,2023. Source: National Assembly Bills.",2026-02-11T00:06:32.358153
"The Assisted Reproductive Technology Bill , 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/THE%20ASSISTED%20REPRODUCTIVE%20TECHNOLOGY%20BILL%20%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Assisted Reproductive Technology Bill , 2022. Source: National Assembly Bills.",2026-02-11T00:06:32.358699
The Kenya Drugs Authority Bill 2022,National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-05/The%20Kenya%20Drugs%20Authority%20Bill%202022-1.pdf,National Assembly Bills,Legislative,Bill before Parliament: The Kenya Drugs Authority Bill 2022. Source: National Assembly Bills.,2026-02-11T00:06:32.359234
"The Public Procurement And Asset Disposal (amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/THE%20PUBLIC%20PROCUREMENT%20AND%20ASSET%20DISPOSAL%20%28AMENDMENT%29%20BILL%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Public Procurement And Asset Disposal (amendment) Bill, 2022. Source: National Assembly Bills.",2026-02-11T00:06:38.233930
"The Public Service Internship Bill, 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2023-02/THE%20PUBLIC%20SERVICE%20INTERNSHIP%20BILL%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Public Service Internship Bill, 2022. Source: National Assembly Bills.",2026-02-11T00:06:38.235449
"The Statute Law (miscellaneous Amendments) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-12/The%20Statute%20Law%20%28Miscellaneous%20Amendments%29%20Bill%2C%202022%20%281%29.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Statute Law (miscellaneous Amendments) Bill, 2022. Source: National Assembly Bills.",2026-02-11T00:06:38.235974
"The Community Health Workers Bill, 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Community%20Health%20Workers%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: The Community Health Workers Bill, 2022. Source: National Assembly Bills.",2026-02-11T00:06:38.237061
"Health (amendment)(no.2) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Health%20%28Amendment%29%28No.2%29%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Health (amendment)(no.2) Bill, 2022. Source: National Assembly Bills.",2026-02-11T00:06:38.238214
"Geriatrics Bill, 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Geriatrics%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Geriatrics Bill, 2022. Source: National Assembly Bills.",2026-02-11T00:06:38.238738
"National Transport And Safety Authority (amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/National%20Transport%20and%20Safety%20Authority%20%28Amendment%29%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: National Transport And Safety Authority (amendment) Bill, 2022. Source: National Assembly Bills.",2026-02-11T00:06:38.239826
"Kenya Information And Communications (amendment)bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Kenya%20Information%20and%20Communications%20%28Amendment%29Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Kenya Information And Communications (amendment)bill, 2022. Source: National Assembly Bills.",2026-02-11T00:06:38.240433
"Pensions (amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Pensions%20%28Amendment%29%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Pensions (amendment) Bill, 2022. Source: National Assembly Bills.",2026-02-11T00:06:38.241890
"Petitions To Parliament (procedure)(amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Petitions%20to%20Parliament%20%28Procedure%29%28Amendment%29%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Petitions To Parliament (procedure)(amendment) Bill, 2022. Source: National Assembly Bills.",2026-02-11T00:06:38.242998
"Equalisation Fund Bill, 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Equalisation%20Fund%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Equalisation Fund Bill, 2022. Source: National Assembly Bills.",2026-02-11T00:06:38.243642
"Parliamentary Pensions (amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Parliamentary%20Pensions%20%28Amendment%29%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Parliamentary Pensions (amendment) Bill, 2022. Source: National Assembly Bills.",2026-02-11T00:06:38.245214
"Parliamentary Powers And Privileges (amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Parliamentary%20Powers%20and%20Privileges%20%28Amendment%29%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Parliamentary Powers And Privileges (amendment) Bill, 2022. Source: National Assembly Bills.",2026-02-11T00:06:38.246321
"Political Parties (amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Political%20Parties%20%28Amendment%29%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Political Parties (amendment) Bill, 2022. Source: National Assembly Bills.",2026-02-11T00:06:38.247403
"Public Finance Management (amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Public%20Finance%20Management%20%28Amendment%29%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Public Finance Management (amendment) Bill, 2022. Source: National Assembly Bills.",2026-02-11T00:06:38.247950
"Independent Electoral And Boundaries Commission (amendment) Bill, 2022",National Assembly,Amendment,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Independent%20Electoral%20and%20Boundaries%20Commission%20%28Amendment%29%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Independent Electoral And Boundaries Commission (amendment) Bill, 2022. Source: National Assembly Bills.",2026-02-11T00:06:38.249034
"Sugar Bill, 2022",National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2022-11/Sugar%20Bill%2C%202022.pdf,National Assembly Bills,Legislative,"Bill before Parliament: Sugar Bill, 2022. Source: National Assembly Bills.",2026-02-11T00:06:38.250118
Bill Digest - The Assisted Reproductive Technology Bill (national Assembly Bills No. 61 Of 2022),National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2025-12/Bill%20Digest%20-%20The%20Assisted%20Reproductive%20Technology%20Bill%20%28National%20Assembly%20Bills%20No.%2061%20of%202022%29_0.pdf,Senate Bills,Legislative,Bill before Parliament: Bill Digest - The Assisted Reproductive Technology Bill (national Assembly Bills No. 61 Of 2022). Source: Senate Bills.,2026-02-11T00:06:42.283210
The Assisted Reproductive Technology Bill (national Assembly Bills No. 61 Of 2022),National Assembly,Published,2022-01-01,https://www.parliament.go.ke/sites/default/files/2025-12/The%20Assisted%20Reproductive%20Technology%20Bill%20%28National%20Assembly%20Bills%20No.%2061%20of%202022%29_0.pdf,Senate Bills,Legislative,Bill before Parliament: The Assisted Reproductive Technology Bill (national Assembly Bills No. 61 Of 2022). Source: Senate Bills.,2026-02-11T00:06:42.284813
"Bill Digest - The Autism Management Bill, No.19 Of 2025",National Assembly,Published,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-11/Bill%20Digest%20-%20The%20Autism%20Management%20Bill%2C%20No.19%20of%202025.%20Final.pdf,Senate Bills,Legislative,"Bill before Parliament: Bill Digest - The Autism Management Bill, No.19 Of 2025. Source: Senate Bills.",2026-02-11T00:06:42.285319
"The Autism Management Bill, No.19 Of 2025",National Assembly,Published,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-11/The%20Autism%20Management%20Bill%2CNo.19%20of%202025.pdf,Senate Bills,Legislative,"Bill before Parliament: The Autism Management Bill, No.19 Of 2025. Source: Senate Bills.",2026-02-11T00:06:42.286500
"Kenya Roads ( Amendment) ( No. 3) Bill, 2025, National Assembly Bills No 34 Of 2025. - Digest",National Assembly,Amendment,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-11/KENYA%20ROADS%20%28%20AMENDMENT%29%20%28%20NO.%203%29%20BILL%2C%202025%2C%20NATIONAL%20ASSEMBLY%20BILLS%20NO%2034%20OF%202025.%20-%20DIGEST.pdf,Senate Bills,Legislative,"Bill before Parliament: Kenya Roads ( Amendment) ( No. 3) Bill, 2025, National Assembly Bills No 34 Of 2025. - Digest. Source: Senate Bills.",2026-02-11T00:06:42.287006
"The Kenya Roads ( Amendment) ( No.3) Bills, 2025",National Assembly,Amendment,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-11/KENYA%20ROADS%20AMENDMENT%20BILL.pdf,Senate Bills,Legislative,"Bill before Parliament: The Kenya Roads ( Amendment) ( No.3) Bills, 2025. Source: Senate Bills.",2026-02-11T00:06:42.287599
"The National Construction Authority ( Amendment) Bill, 2025",National Assembly,Amendment,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-11/NCA%20AMENDMENT%20BILL%281%29.pdf,Senate Bills,Legislative,"Bill before Parliament: The National Construction Authority ( Amendment) Bill, 2025. Source: Senate Bills.",2026-02-11T00:06:42.288744
"The Constitution Of Kenya ( Amendment) ( No. 2) Bill, 2025",National Assembly,Amendment,2025-01-01,https://www.parliament.go.ke/sites/default/files/2025-10/The%20Constitution%20of%20Kenya%20%28Amendment%29%20%28No.%202%29%20Bill%2C%202025%20%28Senate%20Bills%20No.%2016%20of%202025%29.pdf,Senate Bills,Legislative,"Bill before Parliament: The Constitution Of Kenya ( Amendment) ( No. 2) Bill, 2025. Source: Senate Bills.",2026-02-11T00:06:42.289250
