Status,Facility,Facility_ward,Facility_constituency,Facility_subcounty,Facility_county,Name,Code,Date_established
Fully-functional,Gatuanyaga Dispensary,Gatuanyaga,Thika Town,Thika Town,Kiambu,Gatuanyaga Community Health Unit,601588,39234
semi-functional,Girigiri Dispensary,Nyabasi East,Kuria East,Kuria East,Migori,Girigiri Community Health Unit,600140,40057
Fully-functional,Kilimangodo Dispensary,Mwereni,Lunga Lunga,Lunga Lunga,Kwale,Mstunga Community Health Unit,601861,41041
non-functinoal,Kilimangodo Dispensary,Mwereni,Lunga Lunga,Lunga Lunga,Kwale,Kilimangodo Community Health Unit,602226,40725
Fully-functional,Kilimangodo Dispensary,Mwereni,Lunga Lunga,Lunga Lunga,Kwale,Hekima Community Health Unit,602753,40725
Fully-functional,Silaloni Dispensary,Chengoni/Samburu,Kinango,Kinango,Kwale,Silaloni Community Health Unit,602783,39722
Fully-functional,Kiria-Ini Dispensary,Kiru,Mathioya,Mathioya,Muranga,Kiriaini Community Health Unit,601472,39692
non-functinoal,Kiria Health Centre,Mugoiri,Kiharu,Kiharu,Muranga,Kiria Community Health Unit,601302,40299
Fully-functional,Kandongu Dispensary,Mutithi,Mwea,Kirinyaga North/Mwea West,Kirinyaga,Kabiriri Community Health Unit,601526,40969
Fully-functional,Ndivai Dispensary,Leshau/Pondo,Ndaragwa,Ndaragwa,Nyandarua,Ndivai Community Health Unit,601547,39052
Fully-functional,Anding'o Opanga Dispensary,West Nyakach,Nyakach,Nyakach,Kisumu,Ading'o Community Health Unit,600243,40787
Fully-functional,Kakamega Forest Dispensary,Isukha Central,Shinyalu,Shinyalu,Kakamega,Virembe A Community Health Unit,600697,40725
Fully-functional,Mnazini Dispensary,Garsen North,Garsen,Garsen,Tana River,Mnazini Community Health Unit,601887,40695
Fully-functional,Gichuru Dispensary,Sigona,Kikuyu,Kikuyu,Kiambu,Nduma Community Health Unit,601397,40238
Fully-functional,Gichuru Dispensary,Sigona,Kikuyu,Kikuyu,Kiambu,Nderi Uzima Community Health Unit,601396,40238
Closed,Gichuru Dispensary,Sigona,Kikuyu,Kikuyu,Kiambu,Kiku-n Community Health Unit,601392,40210
Closed,Gichuru Dispensary,Sigona,Kikuyu,Kikuyu,Kiambu,Muguga Community Health Unit,602952,41537
Fully-functional,Patte Dispensary,Faza,Lamu East,Lamu East,Lamu,Siyu-pate Community Health Unit,601818,40422
semi-functional,Vigurungani Dispensary,Puma,Kinango,Kinango,Kwale,Vigurungani Community Health Unit,601805,40756
semi-functional,Tiinei Dispensary,Suam,Kacheliba,Pokot North,West Pokot,Ngaru Community Health Unit,601429,39600
semi-functional,Tiinei Dispensary,Suam,Kacheliba,Pokot North,West Pokot,Nduini Community Health Unit,601428,39600
semi-functional,Tiinei Dispensary,Suam,Kacheliba,Pokot North,West Pokot,Karia Community Health Unit,601423,39600
semi-functional,Tiinei Dispensary,Suam,Kacheliba,Pokot North,West Pokot,Tiinei Community Health Unit,602855,41122
Fully-functional,Mochenwa Dispensary,Gesima,Kitutu Masaba,Masaba North,Nyamira,Nyabiosi Community Health Unit,602923,41426
semi-functional,Kagumoini Dispensary (Muranga North),Kiru,Mathioya,Mathioya,Muranga,Kora Community Health Unit,601473,39707
Fully-functional,Tindereti Dispensary,Nyansiongo,Borabu,Borabu,Nyamira,Tindereti Community Health Unit,600033,40603
semi-functional,Idsowe Dispensary,Garsen South,Garsen,Garsen,Tana River,Idsowe Community Health Unit,602285,40725
Fully-functional,Tchundwa Dispensary,Faza,Lamu East,Lamu East,Lamu,Faza Community Health Unit,601815,40026
Fully-functional,Mukurwe Dispensary,Kihumbu-ini,Gatanga,Gatanga,Muranga,Mukurwe Community Health Unit,601275,39479
Fully-functional,Nyandoche Ibere Dispensary,Nyansiongo,Borabu,Borabu,Nyamira,Matutu Community Health Unit,600031,40969
semi-functional,Olenarau Dispensary,Dalalekutuk,Kajiado Central,Kajiado Central,Kajiado,Ampiro Community Health Unit,602269,40817
Fully-functional,Kinanie Health Centre,Kinanie,Mavoko,Athi River,Machakos,Kinanie Community Health Unit,601922,40269
Fully-functional,Gesima Health Centre,Gesima,Kitutu Masaba,Masaba North,Nyamira,Riamoni Community Health Unit,600159,39356
non-functinoal,Saikeri Dispensary,Ewuaso Oo Nkidong'i,Kajiado West,Kajiado West,Kajiado,Saikeri Community Health Unit,600915,39873
Fully-functional,Rigoma Dispensary,Rigoma,Kitutu Masaba,Masaba North,Nyamira,Biticha Community Health Unit,602926,38537
Fully-functional,Nyagancha Dispensary,Gachuba,Kitutu Masaba,Masaba North,Nyamira,Rigena Community Health Unit,602927,38537
Fully-functional,Ngodhe Dispensary,East Kamagambo,Rongo,Rongo,Migori,Katonde Community Health Unit,600338,40848
Fully-functional,Mosiro Dispensary (Kajiado West),Mosiro,Kajiado West,Kajiado West,Kajiado,Oldoroko Community Health Unit,600911,40634
Fully-functional,Chinato Health Centre,Nyabasi West,Kuria East,Kuria East,Migori,Nyabikongori Community Health Unit,600146,40817
Fully-functional,Pesi Dispensary,Shamata,Ndaragwa,Ndaragwa,Nyandarua,Pesi Community Health Unit,601548,40969
semi-functional,Kanjinji Dispensary,Murinduko,Mwea,Kirinyaga South,Kirinyaga,Riagicheru Community Health Unit,601524,39783
Fully-functional,Riat Dispensary,West Kisumu,Kisumu West,Kisumu West,Kisumu,South Kapuonja Community Health Unit,600128,41000
semi-functional,Riat Dispensary,West Kisumu,Kisumu West,Kisumu West,Kisumu,North Kapuonja Community Health Unit,600125,40603
Fully-functional,Watuka Dispensary,Gatarakwa,Kieni,Kieni West,Nyeri,Watuka Community Health Unit,601363,39845
Fully-functional,Lutsangani Dispensary,Kinango,Kinango,Kinango,Kwale,Lutsangani Community Health Unit,601799,39934
non-functinoal,Lutsangani Dispensary,Kinango,Kinango,Kinango,Kwale,Gandini Community Health Unit,601797,39934
Fully-functional,Kibandaongo Dispensary,Kinango,Kinango,Kinango,Kwale,Kibandaowho Community Health Unit,601798,40118
non-functinoal,Taru Dispensary,Mackinon Road,Kinango,Kinango,Kwale,Taru Community Health Unit,601804,40980
Fully-functional,Taru Dispensary,Mackinon Road,Kinango,Kinango,Kwale,Dupharu Community Health Unit,602787,40940
non-functinoal,Njukini Dispensary,Rombo,Kajiado South,Loitokitok,Kajiado,Njukiini Community Health Unit,602236,40969
Fully-functional,Mwanda Dispensary,Mwavumbo,Kinango,Kinango,Kwale,Mwanda Community Health Unit,602793,39995
Fully-functional,Mwanda Dispensary,Mwavumbo,Kinango,Kinango,Kwale,Kalalani Community Health Unit,602791,40087
semi-functional,Esonorua Dispensary,Keekonyokie,Kajiado West,Kajiado West,Kajiado,Esonorua Community Health Unit,600907,40787
Fully-functional,Machururiati Dispensary,Gesima,Kitutu Masaba,Masaba North,Nyamira,Karantini Community Health Unit,600160,39934
non-functinoal,Nyabiosi Health Centre,Moticho,South Mugirango,South Mugirango,Kisii,Gikoe Community Health Unit,601369,40634
Fully-functional,Maziwa Dispensary,Garsen North,Garsen,Garsen,Tana River,Maziwa Community Health Unit,601886,40725
Fully-functional,Kibaranyaki Dispensary,Abothuguchi West,Central Imenti,Imenti Central,Meru,Kibaranyaki Community Health Unit,602212,39600
Fully-functional,Likia Dispensary,Mau Narok,Njoro,Njoro,Nakuru,Likia Community Health Unit,601140,39934
Fully-functional,Kairo Dispensary,Kiru,Mathioya,Mathioya,Muranga,Kairi Community Health Unit,601468,39692
Fully-functional,Matsangoni Model Health Centre,Matsangoni,Kilifi North,Kilifi North,Kilifi,Vyombo Community Health Unit,601783,39479
Fully-functional,Kahawa Dispensary,Esise,Borabu,Borabu,Nyamira,Ekerubo Community Health Unit,600028,40969
Fully-functional,Elwangale Health Centre,Kisa East,Khwisero,Khwisero,Kakamega,Emuruba Community Health Unit,602190,40184
Fully-functional,Elwangale Health Centre,Kisa East,Khwisero,Khwisero,Kakamega,Munjiti Community Health Unit,602547,40909
Fully-functional,Langata Enkima Dispensary,Kuku,Kajiado South,Loitokitok,Kajiado,Langata Enkima Community Health Unit,601121,40299
semi-functional,Diani Health Centre,Gambato Bongwe,Msambweni,Msambweni,Kwale,Scheme Community Health Unit,601865,40057
Fully-functional,Kotile Health Centre,Masalani,Ijara,Ijara,Garissa,Kotile Community Health Unit,601714,40452
Fully-functional,Korisa Dispensary,Masalani,Ijara,Ijara,Garissa,Korisa Community Health Unit,602651,41309
Fully-functional,Sangole Dispensary,Ijara,Ijara,Ijara,Garissa,Sangole Community Health Unit,601715,40238
Fully-functional,Nyansakia Health Centre,Sameta/Mokwerero,Bobasi,Bobasi,Kisii,Etora Community Health Unit,602942,40725
semi-functional,Kharanda Health Centre,Bunyala West,Navakholo,Navakholo,Kakamega,Sidikho Community Health Unit,600681,39817
Fully-functional,Umala Dispensary,North Alego,Alego Usonga,Alego Usonga,Siaya,Ulafu Community Health Unit,602309,40787
Fully-functional,Umala Dispensary,North Alego,Alego Usonga,Alego Usonga,Siaya,Umala Community Health Unit,601278,40848
Fully-functional,Wagai Health Centre,West Gem,Gem,Gem,Siaya,Wagai West Community Health Unit,600055,40544
Fully-functional,Wagai Health Centre,West Gem,Gem,Gem,Siaya,Wagai East Community Health Unit,600054,40878
Fully-functional,Wagai Health Centre,West Gem,Gem,Gem,Siaya,Ulamba Community Health Unit,600052,40664
Fully-functional,Wagai Health Centre,West Gem,Gem,Gem,Siaya,Malunga West Community Health Unit,600046,40878
Fully-functional,Wagai Health Centre,West Gem,Gem,Gem,Siaya,Malunga East Community Health Unit,600045,40878
Fully-functional,Wagai Health Centre,West Gem,Gem,Gem,Siaya,Malunga Central Community Health Unit,600044,40878
Fully-functional,Sirembe Dispensary,North Gem,Gem,Gem,Siaya,Sirembe Community Health Unit,600066,39819
semi-functional,Kijani (Mirera) Dispensary,Hellsgate,Naivasha,Naivasha,Nakuru,Kijani Community Health Unit,601026,40544
semi-functional,Muangeni Dispensary,Athi,Kitui South,Kitui South,Kitui,Mwangeni Community Health Unit,601967,40603
Fully-functional,Kararia Dispensary,Kapyego,Marakwet East,Marakwet East,Elgeyo Marakwet,Kararia Community Health Unit,602701,40913
Fully-functional,Taunet Dispensary,Songhor/Soba,Tinderet,Tinderet,Nandi,Songhor Community Health Unit,601191,40940
non-functinoal,Taunet Dispensary,Songhor/Soba,Tinderet,Tinderet,Nandi,Sokosik Community Health Unit,601190,40909
semi-functional,Muvuko Dispensary,Mutomo,Kitui South,Kitui South,Kitui,Muvuko Community Health Unit,602096,40575
semi-functional,Waso AIPCA Dispensary (Isiolo),Bulla Pesa,Isiolo North,Isiolo,Isiolo,Waso Community Health Unit,602404,40725
non-functinoal,Kapkwen Dispensary,Kipkelion,Kipkelion West,Kipkelion West,Kericho,Kapkwen Community Health Unit,600928,39934
Fully-functional,Good Shepherd Ang'iya,Kabouch North,Ndhiwa,Ndhiwa,Homa Bay,Kawuor Community Health Unit,600222,40878
non-functinoal,Kiti Dispensary,Menengai,Nakuru Town East,Nakuru East,Nakuru,Upper Menengai Community Health Unit,602587,40756
semi-functional,Kiti Dispensary,Menengai,Nakuru Town East,Nakuru East,Nakuru,Lower Menengai Community Health Unit,602586,41183
Fully-functional,Kiti Dispensary,Menengai,Nakuru Town East,Nakuru East,Nakuru,Menengai West Community Health Unit,601046,40969
Fully-functional,Mulot Health Centre,Ilmotiook,Narok West,Narok West,Narok,Mulot Community Health Unit,601125,40299
Closed,St Barkita Dispensary Utawala,Utawala,Embakasi East,Embakasi East,Nairobi,Utawala Community Health Unit,601636,41133
Fully-functional,GSU Kinisa Dispensary,Amwathi,Igembe North,Igembe North,Meru,Amwathi 2 Community Health Unit,602628,41456
Fully-functional,GSU Kinisa Dispensary,Amwathi,Igembe North,Igembe North,Meru,Kabaohi Community Health Unit,601938,40787
semi-functional,GSU Kinisa Dispensary,Amwathi,Igembe North,Igembe North,Meru,Amwathi Ii Community Health Unit,601936,41153
Fully-functional,Holo Dispensary,Awasi/Onjiko,Nyando,Nyando,Kisumu,Border 2 Community Health Unit,600291,40695
Fully-functional,Luuya Dispensary,Bwake/Luuya,Kabuchai,Kabuchai,Bungoma,Luuya Community Health Unit,600541,39816
Fully-functional,Moigutwo Dispensary,Bartabwa,Baringo North,Baringo North,Baringo,Kaboskei Community Health Unit,602191,40634
semi-functional,Koru Dispensary,Muhoroni Koru,Muhoroni,Muhoroni,Kisumu,Upper Homalime Community Health Unit,602666,41275
non-functinoal,Masol Dispensary,Masool,Sigor,Pokot Central,West Pokot,Akiriamet Community Health Unit,601146,40148
semi-functional,Sugumerga Dispensary,Sigor,Chepalungu,Chepalungu,Bomet,Koiyet Community Health Unit,602275,40603
Fully-functional,Haroresa,Wayu,Galole,Galole,Tana River,Haroresa Community Health Unit,601894,40848
Fully-functional,Roka,Bangale,Bura,Bura,Tana River,Masabubu Community Health Unit,601900,40787
semi-functional,Rei Dispensary,Kianjai,Tigania West,Tigania West,Meru,Reii Community Health Unit,602132,41102
semi-functional,Yala Dispensary,South Kasipul,Kasipul,Rachuonyo South,Homa Bay,Kawino Community Health Unit,600383,40878
semi-functional,Antubetwe Njoune Dispensary,Igembe East,Igembe Central,Igembe Central,Meru,Njoune Community Health Unit,601959,40909
semi-functional,Antubetwe Njoune Dispensary,Igembe East,Igembe Central,Igembe Central,Meru,Amaku Community Health Unit,601945,40878
semi-functional,Dry's Dispensary,Ainabkoi/Olare,Ainabkoi,Ainabkoi,Uasin Gishu,Drys Community Health Unit,600835,41000
semi-functional,Amwamba Dispensary,Akachiu,Igembe South,Igembe South,Meru,Amwamba Health Community Health Unit,601946,40817
Fully-functional,Ithangarari Dispensary,Mugumo-ini,Gatanga,Gatanga,Muranga,Ithangarari Community Health Unit,601264,40087
Fully-functional,Gathanji Dispensary,Gatanga,Gatanga,Gatanga,Muranga,Kigami Community Health Unit,601268,39326
Fully-functional,Ilchalai Dispensary,Imbrikani/Eselelnkei,Kajiado South,Loitokitok,Kajiado,Ilchalai Community Health Unit,601119,40603
semi-functional,Parua Dispensary,Batei,Pokot South,Pokot South,West Pokot,Parua Community Health Unit,602272,40513
non-functinoal,Wakor Dispensary,Wei Wei,Sigor,Pokot Central,West Pokot,Kopro Community Health Unit,601150,40148
semi-functional,Sitatunga Dispensary,Sitatunga,Cherangany,Cherangany,Trans Nzoia,Nairobi Community Health Unit,601214,40422
Fully-functional,Sitatunga Dispensary,Sitatunga,Cherangany,Cherangany,Trans Nzoia,Chematich Community Health Unit,601197,40969
non-functinoal,Cheptingwich Dispensary,Kabwareng,Aldai,Aldai,Nandi,Cheptingwich Community Health Unit,601095,41000
non-functinoal,Kaboi Dispensary,Kaptumo/Kaboi,Aldai,Aldai,Nandi,Kaboi Community Health Unit,601096,41000
non-functinoal,Taito Community Dispensary,Chepkunyuk,Nandi Hills,Nandi Hills,Nandi,Taito Community Health Unit,601082,40878
Fully-functional,Kokotoni Dispensary,Rabai/Kisurutini,Rabai,Rabai,Kilifi,Kaliangombe Community Health Unit,601747,40391
non-functinoal,Kokotoni Dispensary,Rabai/Kisurutini,Rabai,Rabai,Kilifi,Kalia Ngombe Community Health Unit,602567,40391
Fully-functional,Kipkoror Dispensary,Chepkunyuk,Nandi Hills,Nandi Hills,Nandi,Kibabet Community Health Unit,601071,40817
Fully-functional,Cheptilil Dispensary,Kapsimwotwo,Tinderet,Tinderet,Nandi,Kipsetililik Community Health Unit,601072,40238
non-functinoal,Cheptilil Dispensary,Kapsimwotwo,Tinderet,Tinderet,Nandi,Kapsimotwa Community Health Unit,601069,40603
Closed,Kiraone Dispensary,Athiru Gaiti,Igembe South,Igembe South,Meru,Athiru Cjaiti Community Health Unit,601948,41183
non-functinoal,Syathani (Kyathani) Dispensary,Mutongoni,Kitui West,Kitui West,Kitui,Musengo Community Health Unit,602016,40026
Fully-functional,Nyansabakwa Health Centre,Nyamaiya,West Mugirango,Nyamira,Nyamira,Bonyaiguba Community Health Unit,602674,41061
semi-functional,Nyalkinyi Health Centre,Homa Bay East,Homa Bay Town,Homa Bay Town,Homa Bay,Kobwola Kogwang Community Health Unit,602402,40695
semi-functional,Nyalkinyi Health Centre,Homa Bay East,Homa Bay Town,Homa Bay Town,Homa Bay,Lower Kothidha Community Health Unit,602368,40878
Fully-functional,Oneno Dispensary,Kochia,Rangwe,Rangwe,Homa Bay,Korayo_duplicate Community Health Unit,602203,40513
Fully-functional,Motonto Health Centre,Bobasi Chache,Bobasi,Bobasi,Kisii,Motonto Community Health Unit,602939,40210
semi-functional,Riakinaro Health Centre,Bonyamatuta,West Mugirango,Nyamira,Nyamira,Kebirigo B Community Health Unit,602680,41487
Fully-functional,Emusire Sub County Hospital,Central Bunyore,Emuhaya,Emuhaya,Vihiga,Emusire Community Health Unit,600657,40912
Fully-functional,Kagunduini Dispensary,Kagundu-ini,Kandara,Kandara,Muranga,Kagira Community Health Unit,601310,2009
non-functinoal,Katipanga Dispensary,Kimorori/Wempa,Maragwa,muranga south,Muranga,Kagaa Community Health Unit,601504,39326
semi-functional,Mbuini Dispensary,Kilungu,Kaiti,Kaiti,Makueni,Mbuini Community Health Unit,601998,40544
Fully-functional,Kyenzenzeni Dispensary,Ilima,Kaiti,Kaiti,Makueni,Kyenzenzeni Community Health Unit,602524,41214
Fully-functional,Kumahumato Dispensary,Abakaile,Daadab,Dadaab,Garissa,Kumahumato Community Health Unit,602653,41355
Fully-functional,Kanyekini Dispensary,Kyome/Thaana,Mwingi West,Mwingi West,Kitui,Kanyekini Cu Community Health Unit,602175,40756
Fully-functional,Kilulu Dispensary,Migwani,Mwingi West,Mwingi West,Kitui,Kisovo Community Health Unit,602108,40695
Fully-functional,Nduu Dispensary,Matungulu East,Matungulu,Matungulu,Machakos,Nduu Community Health Unit,602065,40575
non-functinoal,Ndunduni Dispensary,Kangundo North,Kangundo,Kangundo,Machakos,Ndunduri Community Health Unit,601975,40603
Fully-functional,Manda Dispensary,Manda-shivanga,Malava,Malava,Kakamega,Shiandiche Community Health Unit,600707,40575
Fully-functional,Osieko Dispensary,Bunyala South,Budalangi,Bunyala,Busia,Osieko Community Health Unit,600595,40909
Fully-functional,Gitathi Dispensary,Nginda,Maragwa,muranga south,Muranga,Gathera Community Health Unit,601499,38869
non-functinoal,Miu Dispensary,Kangundo East,Kangundo,Kangundo,Machakos,Miu Community Health Unit,601973,40603
Fully-functional,Luucho Dispensary,West Nalondo,Kabuchai,Kabuchai,Bungoma,Kisiwa Community Health Unit,600538,40544
semi-functional,Kimweli Dispensary,Ikutha,Kitui South,Kitui South,Kitui,Kimweli Community Health Unit,601965,40603
semi-functional,Monguni Dispensary,Athi,Kitui South,Kitui South,Kitui,Monguni Community Health Unit,601966,40603
semi-functional,Ekani Dispensary,Kanziku,Kitui South,Kitui South,Kitui,Ekani Community Health Unit,601962,40603
Fully-functional,Mugomari Dispensary,Isukha West,Shinyalu,Shinyalu,Kakamega,Mugomari A Community Health Unit,600689,40725
non-functinoal,Oloropil Dispensary,Olorropil,Narok North,Narok North,Narok,Olloropil Community Health Unit,601108,40634
Fully-functional,Nyadhi Dispensary,Central Alego,Alego Usonga,Alego Usonga,Siaya,Nyadhi Community Health Unit,602310,40057
Fully-functional,Karuoth Dispensary,Central Alego,Alego Usonga,Alego Usonga,Siaya,Koyeyo Community Health Unit,602391,40817
Fully-functional,Kabura Uhuyi Dispensary,West Alego,Alego Usonga,Alego Usonga,Siaya,Kabura Uhuyi Community Health Unit,600425,40756
Fully-functional,Kambare Dispensary,South Gem,Gem,Gem,Siaya,Kambare Community Health Unit,600039,40664
Fully-functional,Mur Malanga Dispensary,South East Alego,Alego Usonga,Alego Usonga,Siaya,Mur-malanga Community Health Unit,602295,40848
Fully-functional,Randago Dispensary,South East Alego,Alego Usonga,Alego Usonga,Siaya,Bar Osimbo Community Health Unit,600421,40756
Fully-functional,Randago Dispensary,South East Alego,Alego Usonga,Alego Usonga,Siaya,Randago Community Health Unit,602290,40787
Fully-functional,Got Regea Dispensary,North Gem,Gem,Gem,Siaya,Got Regea Community Health Unit,600037,40878
Fully-functional,Gogo Disp,North Gem,Gem,Gem,Siaya,Lundha Community Health Unit,602195,40878
Fully-functional,Lihanda Health Centre,East Gem,Gem,Gem,Siaya,Lihanda Community Health Unit,602400,38728
semi-functional,Kaptech Dispensary,Muhudu,Hamisi,Hamisi,Vihiga,Kaptechi Community Health Unit,600666,40969
Fully-functional,Riabai Dispensary,Riabai,Kiambu,Kiambu Town,Kiambu,Riabai Community Health Unit,601349,39479
Fully-functional,Matulo Dispensary,Matulo,Webute West,Webuye West,Bungoma,Matulo A Community Health Unit,600554,40634
semi-functional,Tugumoi Dispensary (Lembus Kwen),Lembus,Eldama Ravine,Koibatek,Baringo,Tugumoi Community Health Unit,601016,40787
semi-functional,Sinoko Dispensary (Bungoma East),Ndivisi,Webuye East,Webuye East,Bungoma,Sitabicha A Community Health Unit,600562,41000
semi-functional,Sinoko Dispensary (Bungoma East),Ndivisi,Webuye East,Webuye East,Bungoma,Sinoko A Community Health Unit,600561,41000
semi-functional,Sinoko Dispensary (Bungoma East),Ndivisi,Webuye East,Webuye East,Bungoma,Magemo Community Health Unit,600550,41000
Fully-functional,Pumwani Dispensary,Mikinduni,Galole,Galole,Tana River,Pumwani Community Health Unit,601904,40817
semi-functional,Toniok Dispensary,Lembus/Perkerra,Eldama Ravine,Koibatek,Baringo,Toniok Community Health Unit,602879,41244
Fully-functional,Mihuu Dispensary,Mihuu,Webuye East,Webuye East,Bungoma,Mitukuyu Community Health Unit,600560,41000
Fully-functional,Mihuu Dispensary,Mihuu,Webuye East,Webuye East,Bungoma,Mihuu Community Health Unit,600556,41000
Fully-functional,Kituni Dispensary,Misikhu,Webute West,Webuye West,Bungoma,Kituni Community Health Unit,600547,39817
semi-functional,Sagaighu Dispensary,Bura(Mwatate),Mwatate,Mwatate,Taita Taveta,Sangalla Community Health Unit,601879,39508
Fully-functional,Sagaighu Dispensary,Bura(Mwatate),Mwatate,Mwatate,Taita Taveta,Ndiwenyi Community Health Unit,601878,40360
semi-functional,Khaoya Dispensary,Ndivisi,Webuye East,Webuye East,Bungoma,Wabukhonyi Community Health Unit,600564,41011
semi-functional,Khaoya Dispensary,Ndivisi,Webuye East,Webuye East,Bungoma,Misemwa Community Health Unit,600558,41000
semi-functional,Namarambi Dispensary,Ndivisi,Webuye East,Webuye East,Bungoma,Marinda Community Health Unit,600553,41000
semi-functional,Kapkisiara Dispensary,Tebesonik,Bureti,Bureti,Kericho,Kapkisiara Community Health Unit,602494,41334
Fully-functional,Mahanga Dispensary,Bokoli,Webute West,Webuye West,Bungoma,Mahanga A Community Health Unit,600551,40603
Fully-functional,Khalumuli Dispensary,Sitikho,Webute West,Webuye West,Bungoma,Khalumuli A Community Health Unit,600546,39815
Fully-functional,Mungwa Dispensary,Embobut/Embulot,Marakwet East,Marakwet East,Elgeyo Marakwet,Kipchumwa Community Health Unit,600984,40452
semi-functional,Lukusi Dispensary,Mihuu,Webuye East,Webuye East,Bungoma,Lutacho Community Health Unit,600549,41000
non-functinoal,Chebulbai Dispensary,Moiben/Kuserwo,Marakwet West,Marakwet West,Elgeyo Marakwet,Kimnai Yemit Community Health Unit,602490,40189
Fully-functional,Lokapel Dispensary,Katilu,Turkana South,Turkana South,Turkana,Lokapel Community Health Unit,602910,41275
Fully-functional,Kakwanyang Dispensary,Lodwar Township,Turkana Central,Turkana Central,Turkana,Kakwanyang Community Health Unit,602273,41061
Fully-functional,Mastoo Dispensary,Shamata,Ndaragwa,Ndaragwa,Nyandarua,Karandi Community Health Unit,602598,41153
Closed,Uthiru Muthua Dispensary,Uthiru/Ruthimitu,Dagoretti South,Dagoretti South,Nairobi,Uthiru Community Health Unit,601616,40878
Closed,Uthiru Muthua Dispensary,Uthiru/Ruthimitu,Dagoretti South,Dagoretti South,Nairobi,Kiuru Community Health Unit,601611,41041
Fully-functional,Biribiriet Dispensary,Lelmoko/Ngechek,Chesumei,Chesumei,Nandi,Biribiriet Community Health Unit,601084,40544
Fully-functional,Ikhanyi Dispensary,South Kabras,Malava,Malava,Kakamega,Mwera Community Health Unit,600703,40575
Fully-functional,Nameyana Dispensary,Turkwel,Loima,Loima,Turkana,Nameyana Community Health Unit,602888,41244
non-functinoal,Miluki Dispensary,Siboti,Bumula,Bumula,Bungoma,Mukwa Community Health Unit,600533,40575
Fully-functional,Njipiship Dispensary,Ololmasani,Emurua Dikirr,Transmara East,Narok,Njipiship Community Health Unit,602219,40909
Fully-functional,Loturerei Dispensary,Kanamkemer,Turkana Central,Turkana Central,Turkana,Loturerei Community Health Unit,602903,41244
semi-functional,Kapua Dispensary,Kalokol,Turkana Central,Turkana Central,Turkana,Kapua Community Health Unit,602901,41244
Fully-functional,Lomil Dispensary,Turkwel,Loima,Loima,Turkana,Lomil Community Health Unit,602887,41244
non-functinoal,Segetet Dispensary,Kipkelion,Kipkelion West,Kipkelion West,Kericho,Barsiele Community Health Unit,602495,41302
semi-functional,GK Prison Annex Dispensary (Naivasha),Viwandani,Naivasha,Naivasha,Nakuru,Council-industrial Area Community Health Unit,601020,40909
semi-functional,Werugha Health Centre,Werugha,Wundanyi,Wundanyi,Taita Taveta,Werugha Community Health Unit,601881,40634
Fully-functional,Wenje Dispensary,Kinakomba,Galole,Galole,Tana River,Jamhuri Community Health Unit,601895,40817
Fully-functional,Wenje Dispensary,Kinakomba,Galole,Galole,Tana River,Gwano Community Health Unit,601893,40817
Fully-functional,Bondeni Dispensary (Nakuru Central),Biashara,Nakuru Town East,Nakuru East,Nakuru,Paul Machanga Community Health Unit,602583,41183
Fully-functional,Bondeni Dispensary (Nakuru Central),Biashara,Nakuru Town East,Nakuru East,Nakuru,Manyani A Community Health Unit,602582,41183
semi-functional,Bondeni Dispensary (Nakuru Central),Biashara,Nakuru Town East,Nakuru East,Nakuru,Manyani B Community Health Unit,602581,41183
Fully-functional,Bondeni Dispensary (Nakuru Central),Biashara,Nakuru Town East,Nakuru East,Nakuru,Bondeni Community Health Unit,601040,40603
semi-functional,Mayanja Dispensary,Marakaru/Tuuti,Kanduyi,Kanduyi,Bungoma,Mayanja Community Health Unit,600577,40544
semi-functional,Itunduimuni Health Centre,Ekalakala,Masinga,Masinga,Machakos,Itunduimuni Community Health Unit,602047,41091
Fully-functional,Jepkoyai Dispensary,Jepkoyai,Hamisi,Hamisi,Vihiga,Kapchengum Community Health Unit,600664,40878
semi-functional,Ikaatini Dispensary,Ekalakala,Masinga,Masinga,Machakos,Ikatini Community Health Unit,602046,40513
Fully-functional,Kibuke Dispensary,West Bukusu,Bumula,Bumula,Bungoma,Kibuke Community Health Unit,600530,40634
Fully-functional,Songeto Dispensary,Tambach,Keiyo North,Keiyo North,Elgeyo Marakwet,Songeto Rimoi Community Health Unit,602171,40544
semi-functional,Chegulo Dispensary,Butali/Chegulo,Malava,Malava,Kakamega,Namushiya Community Health Unit,600704,40575
semi-functional,Chevoso Dispensary,South Kabras,Malava,Malava,Kakamega,Sasala Community Health Unit,600706,40575
semi-functional,Endei Dispensary,Kivaa,Masinga,Masinga,Machakos,Eendei Community Health Unit,602045,40087
Fully-functional,Kagumoini Dispensary (Muranga South),Gaichanjiru,Kandara,Kandara,Muranga,Kagumoini Community Health Unit,601311,38718
non-functinoal,Mihang'o Dispensary,Kambiti,Maragwa,muranga south,Muranga,Mihango Community Health Unit,601517,40452
semi-functional,Bughuta Health Centre,Kasigau,Voi,Voi,Taita Taveta,Buguta Community Health Unit,601871,40787
Fully-functional,Maranjau Dispensary,Kambiti,Maragwa,muranga south,Muranga,Karia-ini Community Health Unit,601509,40238
Fully-functional,Miguta community dispensary,Ngewa,Githunguri,Githunguri,Kiambu,Kimathi Community Health Unit,601296,39295
Fully-functional,Kaguthi Dispensary,Ithiru,Kandara,Kandara,Muranga,Kaguthi Community Health Unit,601312,39965
