Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,Beds and Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed
14650,Kajiado (AIC) Dispensary,Kajiado (AIC) Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Kajiado,Kajiado Central,Kajiado Central,Dalalekutuk,Operational,No,No,No,No,,Yes,Yes,No
14653,Kakiptui Dispensary,Kakiptui Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,3,0,3,Kericho,Belgut,Belgut,Kapsuser,Operational,No,No,No,No,,Yes,Yes,No
14649,Kaitui Dispensary,Kaitui Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Kericho,Sigowet/Soin,Sigowet/Soin,Soliat,Operational,No,No,No,No,,Yes,Yes,No
14644,Kaimosi Tea Dispensary,Kaimosi Tea Dispensary,None,Level 2,Dispensary,DISPENSARY,Private Practice - Private Company,Private Practice,Kenya MPDB,6,0,6,Nandi,Emgwen,Emgwen,Chepkumia,Operational,No,No,No,No,,Yes,Yes,No
14657,Kalaacha Dispensary,Kalaacha Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,18,0,18,Kericho,Bureti,Bureti,Litein,Operational,No,No,No,No,,Yes,Yes,No
14630,Kabirirsang Dispensary,Kabirirsang Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Emgwen,Emgwen,Kilibwoni,Operational,No,No,No,No,,Yes,Yes,No
14656,Kakwanyang Dispensary,Kakwanyang Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Turkana,Turkana Central,Turkana Central,Lodwar Township,Operational,No,No,No,No,,Yes,Yes,No
14660,Kalemungorok Dispensary,Kalemungorok Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Turkana,Turkana South,Turkana South,Katilu,Operational,No,No,No,No,,Yes,Yes,No
14661,St Bridgit Kalemunyang Dispensary,St Bridgit Kalemunyang Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,2,1,3,Turkana,Loima,Loima,Kotaruk/Lobei,Operational,No,No,No,No,,Yes,Yes,No
14664,Kalwal Dispensary,Kalwal Dispensary,1483,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Elgeyo Marakwet,Keiyo South,Keiyo South,Soy South,Operational,No,No,No,No,,Yes,Yes,No
14666,Kamaget Dispensary,Kamaget Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kericho,Sigowet/Soin,Sigowet/Soin,Sigowet,Operational,No,No,No,No,,Yes,Yes,No
14668,Kamara Dispensary,Kamara Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nakuru,Kuresoi North,Kuresoi North,Kamara,Operational,No,No,No,No,,Yes,Yes,No
14669,Kamasai Dispensary,Kamasai Dispensary,GK 010817,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Mosop,Mosop,Chepterwai,Operational,No,No,No,No,,Yes,Yes,No
14672,Kamelil Dispensary (Tinderet),Kamelil Dispensary (Tinderet),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Tinderet,Tinderet,Tinderet,Operational,Yes,No,No,No,,Yes,Yes,No
14673,Kamkong Tea Dispensary,Kamkong Tea Dispensary,None,Level 2,Dispensary,DISPENSARY,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,0,Nandi,Nandi Hills,Nandi Hills,Nandi Hills,Operational,Yes,No,Yes,No,,Yes,Yes,No
14671,Kamawoi Dispensary,Kamawoi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kericho,Belgut,Belgut,Kabianga,Operational,No,No,No,No,,Yes,Yes,No
14676,Kamongil Dispensary,Kamongil Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Bomet,Chepalungu,Chepalungu,Chebunyo,Operational,No,No,No,No,,Yes,Yes,No
14679,Kamwingi Dispensary,Kamwingi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,4,0,4,Kericho,Kipkelion East,Kipkelion East,Tendeno/Sorget,Operational,No,No,No,No,,Yes,Yes,No
14678,Kamurio Dispensary,Kamurio Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Tiaty,East Pokot,Tirioko,Operational,No,No,No,No,,Yes,Yes,No
14682,Kanaodon Dispensary,Kanaodon Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Turkana,Turkana South,Turkana South,Katilu,Operational,No,No,Yes,No,,Yes,Yes,No
14683,Kanawoi Dispensary,Kanawoi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Turkana,Turkana Central,Turkana Central,Kanamkemer,Operational,No,No,No,No,,Yes,Yes,No
14667,Kamaget Dispensary (Trans Mara),Kamaget Dispensary (Trans Mara),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Narok,Emurua Dikirr,Transmara East,Iikerin,Operational,No,No,No,No,,Yes,Yes,No
14685,Kangagetei Dispensary,Kangagetei Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Turkana,Turkana Central,Turkana Central,Kang'atotha,Operational,No,No,Yes,No,,Yes,Yes,No
14686,Kangakipur Dispensary,Kangakipur Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Turkana,Turkana South,Turkana South,Kalapata,Operational,No,No,No,No,,Yes,Yes,No
14684,Kandutura Dispensary,Kandutura Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nakuru,Rongai,Rongai,Visoi,Operational,No,No,No,No,,Yes,Yes,No
14689,Kanyarkwat Dispensary,Kanyarkwat Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Kapenguria,West Pokot,Riwo,Operational,No,No,No,No,,Yes,Yes,No
14690,Kapchebar Dispensary,Kapchebar Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Elgeyo Marakwet,Keiyo North,Keiyo North,Tambach,Operational,No,No,No,No,,Yes,Yes,No
14688,Kanusin Dispensary,Kanusin Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Bomet,Bomet Central,Bomet Central,Mutarakwa,Operational,No,No,No,No,,Yes,Yes,No
14691,Kapchebau Dispensary,Kapchebau Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Elgeyo Marakwet,Marakwet East,Marakwet East,Embobut/Embulot,Operational,No,No,No,No,,Yes,Yes,No
14687,Kangatosa Dispensary,Kangatosa Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Turkana,Turkana Central,Turkana Central,Kang'atotha,Operational,No,No,Yes,No,,Yes,Yes,No
14694,Kapchepkor Dispensary,Kapchepkor Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Baringo North,Baringo North,Saimoi/Kipsaraman,Operational,No,No,No,No,,Yes,Yes,No
14696,Kapchorua Tea Dispensary,Kapchorua Tea Dispensary,None,Level 2,Dispensary,DISPENSARY,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,0,Nandi,Nandi Hills,Nandi Hills,Kapchorua,Operational,Yes,No,Yes,No,,Yes,Yes,No
14697,Kapchumba Dispensary,Kapchumba Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Emgwen,Emgwen,Kilibwoni,Operational,Yes,No,No,No,,Yes,Yes,No
14700,Kapelibok Dispensary,Kapelibok Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,0,Turkana,Turkana South,Turkana South,Kaputir,Operational,No,No,No,No,,Yes,Yes,No
14702,Kapindasim Dispensary,Kapindasim Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Baringo South,Marigat,Mukutani,Operational,No,No,No,No,,Yes,Yes,No
14705,Kapkata Dispensary,Kapkata Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Elgeyo Marakwet,Marakwet West,Marakwet West,Arror,Operational,No,No,No,No,,Yes,Yes,No
14708,Kapkeburu Dispensary,Kapkeburu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kericho,Sigowet/Soin,Sigowet/Soin,Sigowet,Operational,No,No,No,No,,Yes,Yes,No
14709,Kapkein Dispensary,Kapkein Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Mogotio,Mogotio,Mogotio,Operational,No,No,No,No,,Yes,Yes,No
14714,Kapkesosio Dispensary,Kapkesosio Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,4,0,4,Bomet,Chepalungu,Chepalungu,Nyangores,Operational,No,No,No,No,,Yes,Yes,No
14710,Kapkelelwa Dispensary,Kapkelelwa Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,6,0,6,Baringo,Baringo Central,Baringo Central,Kapropita,Operational,No,No,No,No,,Yes,Yes,No
14713,Kapkeringoon Dispensary,Kapkeringoon Dispensary,None,Level 2,Dispensary,DISPENSARY,Seventh Day Adventist,Faith Based Organization,Kenya MPDB,0,0,0,Nandi,Mosop,Mosop,Kabisaga,Operational,No,No,No,No,,Yes,Yes,No
14716,Kapkiamo Dispensary,Kapkiamo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Baringo North,Baringo North,Kabartonjo,Operational,No,No,No,No,,Yes,Yes,No
14718,Kapkisiara Dispensary,Kapkisiara Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kericho,Bureti,Bureti,Tebesonik,Operational,No,No,No,No,,Yes,Yes,No
14719,Kapkitony Dispensary,Kapkitony Dispesary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Kenya MPDB,0,0,0,Elgeyo Marakwet,Keiyo South,Keiyo South,Kabiemit,Operational,No,No,No,No,,Yes,Yes,No
14715,Kapkiam Dispensary,Kapkiam Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,3,0,3,Kericho,Ainamoi,Ainamoi,Kapsaos,Operational,No,No,No,No,,Yes,Yes,No
14707,Kapkeben Dispensary,Kapkeben Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Aldai,Aldai,Kabwareng,Operational,No,No,No,No,,Yes,Yes,No
14711,Kapkenyeloi Dispensary,Kapkenyeloi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Mosop,Mosop,Chepterwai,Operational,No,No,No,No,,Yes,Yes,No
14723,Kapkole Dispensary,Kapkole Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Baringo Central,Baringo Central,Kabarnet,Operational,No,No,No,No,,Yes,Yes,No
14724,Kapkolei Dispensary,Kapkolei Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Aldai,Aldai,Koyo/Ndurio,Operational,No,No,No,No,,Yes,Yes,No
14726,Kapkormom Dispensary,Kapkormom Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kericho,Sigowet/Soin,Sigowet/Soin,Soin,Operational,No,No,No,No,,Yes,Yes,No
14729,Kapkuei Dispensary,Kapkuei Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Baringo South,Marigat,Marigat,Operational,No,No,No,No,,Yes,Yes,No
14735,Kaplel Dispensary,Kaplel Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Baringo Central,Baringo Central,Sacho,Operational,No,No,No,No,,Yes,Yes,No
14738,Kaplelartet Dispensary,Kaplelartet Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kericho,Sigowet/Soin,Sigowet/Soin,Kaplelartet,Operational,No,No,No,No,,Yes,Yes,No
14739,Kaplenge Dispensary,Kaplenge Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Elgeyo Marakwet,Marakwet West,Marakwet West,Moiben/Kuserwo,Operational,No,No,No,No,,Yes,Yes,No
14740,Kaplomboi Dispensary,Kaplomboi Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,12,0,12,Bomet,Sotik,Sotik,Ndanai/Abosi,Operational,Yes,No,Yes,No,,Yes,Yes,No
14743,Kapluk Dispensary,Kapluk Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Baringo North,Baringo North,Barwessa,Operational,No,No,No,No,,Yes,Yes,No
14744,Kapngetuny Dispensary,Kapngetuny Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,5,0,5,Uasin Gishu,Ainabkoi,Ainabkoi,Ainabkoi/Olare,Operational,No,No,No,No,,Yes,Yes,No
14745,Kapng'ombe Dispensary,Kapng'ombe Dispensary,010800,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Pharmacy & Poisons Board,0,0,0,Nandi,Mosop,Mosop,Ndalat,Operational,No,No,No,No,,Yes,Yes,No
14746,Kapnyeberai Dispensary,Kapnyeberai Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,0,Nandi,Emgwen,Emgwen,Kilibwoni,Operational,No,No,No,No,,Yes,Yes,No
14748,Kaprachoge Tea Dispensary,Kaprachoge Tea Dispensary,None,Level 2,Dispensary,DISPENSARY,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,0,Nandi,Nandi Hills,Nandi Hills,Chepkunyuk,Operational,Yes,No,Yes,No,,Yes,Yes,No
14750,Kapsait Dispensary,Kapsait Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Elgeyo Marakwet,Marakwet West,Marakwet West,Lelan,Operational,No,No,No,No,,Yes,Yes,No
14747,Kapoleseroi Dispensary,Kapoleseroi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Bomet,Chepalungu,Chepalungu,Siongiroi,Operational,No,No,No,No,,Yes,Yes,No
14751,Kapsamoch Dispensary,Kapsamoch Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Aldai,Aldai,Terik,Operational,No,No,No,No,,Yes,Yes,No
14754,Kapsasian Dispensary,Kapsasian Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Narok,Emurua Dikirr,Transmara East,Kapsasian,Operational,No,No,No,No,,Yes,Yes,No
14737,Kaplelach Tumoge,Kaplelach Tumoge,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Uasin Gishu,Kesses,Kesses,Tulwet/Chuiyat,Operational,No,No,No,No,,Yes,Yes,No
14757,Kapset Dispensary,Kapset Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Bomet,Konoin,Konoin,Kimulot,Operational,No,No,No,No,,Yes,Yes,No
14756,Kapsengere Dispensary,Kapsengere Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Aldai,Aldai,Terik,Operational,No,No,No,No,,Yes,Yes,No
14759,Kapsimotwa Dispensary,Kapsimotwa Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Bomet,Bomet Central,Bomet Central,Silibwet Township,Operational,No,No,No,No,,Yes,Yes,No
14758,Kapsetek Dispensary,Kapsetek Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nakuru,Rongai,Rongai,Soin,Operational,No,No,No,No,,Yes,Yes,No
14760,Kapsinendet Dispensary,Kapsinendet Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Bomet,Konoin,Konoin,Kimulot,Operational,No,No,No,No,,Yes,Yes,No
14761,Kapsisiywo Dispensary,Kapsisiywo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Chesumei,Chesumei,Kaptel/Kamoiywo,Operational,No,No,No,No,,Yes,Yes,No
14755,Kapseger Dispensary,Kapseger Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,4,0,4,Kericho,Kipkelion East,Kipkelion East,Chepseon,Operational,No,No,No,No,,Yes,Yes,No
14762,Kapsitwet Dispensary,Kapsitwet Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Trans Nzoia,Kwanza,Kwanza,Kapomboi,Operational,No,No,No,No,,Yes,Yes,No
14736,Kaplelach Chepyakwai Dispensary,Kaplelach Chepyakwai Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Uasin Gishu,Kapseret,Kapseret,Ngeria,Operational,No,No,No,No,,Yes,Yes,No
14765,Kapsomboch Dispensary,Kapsomboch Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kericho,Sigowet/Soin,Sigowet/Soin,Kaplelartet,Operational,No,No,No,No,,Yes,Yes,No
14766,Kapsorok Dispenasry,Kapsorok Dispenasry,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Kericho,Sigowet/Soin,Sigowet/Soin,Soliat,Operational,No,No,No,No,,Yes,Yes,No
14764,Kapsogut Dispensary,Kapsogut Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kericho,Bureti,Bureti,Cheboin,Operational,No,No,No,No,,Yes,Yes,No
14771,Kaptabuk Dispensary (Marakwet),Kaptabuk Dispensary (Marakwet),None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,0,Elgeyo Marakwet,Marakwet West,Marakwet West,Kapsowar,Operational,No,No,No,No,,Yes,Yes,No
14773,Kaptagat Forest Dispensary,Kaptagat Forest Dispensary,1483,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Elgeyo Marakwet,Keiyo South,Keiyo South,Kaptarakwa,Operational,No,No,No,No,,Yes,Yes,No
14763,Kapsiwon Tea Dispensary,Kapsiwon Tea Dispensary,None,Level 2,Dispensary,DISPENSARY,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,0,Nandi,Nandi Hills,Nandi Hills,Nandi Hills,Operational,No,No,No,No,,Yes,Yes,No
14775,Kaptorokwa Dispensary,Kaptorokwa Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Baringo Central,Baringo Central,Ewalel/Chapchap,Operational,No,No,No,No,,Yes,Yes,No
