Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,Beds and Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed
11561,Manyani Dispensary,Manyani Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,1,3,Taita Taveta,Voi,Voi,Ngolia,Operational,No,No,Yes,No,,Yes,Yes,No
12919,Dog Unit Dispensary (O P Kenya Police),Dog Unit Dispensary (O P Kenya Police),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nairobi,Langata,Langata,Mugumo-ini,Operational,No,No,No,No,,Yes,Yes,No
13362,Hareri Dispensary,Hareri Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Mandera,Mandera East,Mandera East,Khalalio,Operational,Yes,No,No,No,,Yes,Yes,No
10288,GK Prison Dispensary (Ruiru),Ruiru GK Prison Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Kenya MPDB,0,0,0,Kiambu,Ruiru,Ruiru,Gitothua,Operational,No,No,Yes,No,,Yes,Yes,No
10280,Gitugi Dispensary (Nyeri South),Gitugi Dispensary (Nyeri South),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nyeri,Nyeri South,Nyeri South,Mahiga,Operational,No,No,No,No,,Yes,Yes,No
10275,Gitiha Dispensary,Gitiha Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kiambu,Githunguri,Githunguri,Githiga,Operational,No,No,No,No,,Yes,Yes,No
12961,Gsu Dispensary (Nairobi West),GSU Dispensary (Nairobi West),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,No,No,No,No,,Yes,Yes,No
16366,Nakwijit Dispensary,Nakwijit Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Kacheliba,Pokot North,Kodich,Operational,No,No,No,No,,Yes,Yes,No
11541,Majengo Dispensary (Mombasa),Majengo Dispensary (Mombasa),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Mombasa,Mvita,Mvita,Majengo,Operational,No,No,No,No,,Yes,Yes,No
11067,St Philips (ACK) Dispensary Ndiriti,St Philips (ACK) Dispensary Ndiriti,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Kirinyaga,Ndia,Kirinyaga West,Kariti,Operational,No,No,No,No,,Yes,Yes,No
15269,Nachecheyet Dispensary,Nachecheyet Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Kapenguria,West Pokot,Riwo,Operational,No,No,No,No,,Yes,Yes,No
12172,Kangaru Dispensary (Embu),Kangaru Dispensary (Embu),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Embu,Manyatta,Manyatta,Kirimari,Operational,No,No,No,No,,Yes,Yes,No
11794,Silaloni Dispensary,Silaloni Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kwale,Kinango,Kinango,Chengoni/Samburu,Operational,No,No,No,No,,Yes,Yes,No
16623,Nica Kaunjira Dispensary,Nica Kaunjira Dispensary,None,Level 2,Dispensary,DISPENSARY,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Meru,North Imenti,Imenti North,Ntima West,Operational,No,No,No,No,,Yes,Yes,No
10203,Gakurwe Dispensary,Gakurwe Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Muranga,Mathioya,Mathioya,Kiru,Operational,No,No,No,No,,Yes,Yes,No
11491,Kitobo Dispensary (Taveta),Kitobo Dispensary (Taveta),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,Taita Taveta,Taveta,Taveta,Mboghoni,Operational,No,No,No,No,,Yes,Yes,No
10268,Githunguri Dispensary,Githunguri Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Muranga,Kandara,Kandara,Kagundu-ini,Operational,No,No,No,No,,Yes,Yes,No
12569,Mulutu Mission Dispensary,Mulutu Mission Dispensary,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,0,Kitui,Kitui Central,Kitui Central,Kyangwithya West,Operational,No,No,No,No,,Yes,Yes,No
10227,Gatuanyaga Dispensary,Gatuanyaga Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kiambu,Thika Town,Thika Town,Gatuanyaga,Operational,No,No,No,No,,Yes,Yes,No
11532,Madamani Dispensary,Madamani Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kilifi,Ganze,Ganze,Sokoke,Operational,No,No,No,No,,Yes,Yes,No
12588,Muthambi Dispensary,Muthambi Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Tharaka Nithi,Maara,Muthambi,Muthambi,Operational,No,No,No,No,,Yes,Yes,No
13467,Agenga Dispensary,Agenga Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Migori,Nyatike,Nyatike,North Kadem,Operational,Yes,No,Yes,No,,Yes,Yes,No
10262,Githanga (ACK) Dispensary,Githanga (ACK) Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Nyeri,Mukurweini,Mukurweini,Gikondi,Operational,No,No,No,No,,Yes,Yes,No
12798,Thitha Dispensary,Thitha Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kitui,Mwingi Central,Mwingi Central,Kivou,Operational,No,No,No,No,,Yes,Yes,No
14044,Riakworo Dispensary,Riakworo Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,2,0,2,Nyamira,Kitutu Masaba,Masaba North,Gesima,Operational,No,No,Yes,No,,Yes,Yes,No
11527,Lutsangani Dispensary,Lutsangani Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kwale,Kinango,Kinango,Kinango,Operational,No,No,No,No,,Yes,Yes,No
10253,Gikoe Dispensary,Gikoe Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Muranga,Kigumo,Kigumo,Kinyona,Operational,No,No,No,No,,Yes,Yes,No
10252,Gichuru Dispensary,Gichuru Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kiambu,Kikuyu,Kikuyu,Sigona,Operational,No,No,No,No,,Yes,Yes,No
12225,Kathangariri Dispensary,Kathangariri Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Embu,Manyatta,Manyatta,Nginda,Operational,No,No,No,No,,Yes,Yes,No
10471,Kangu Dispensary,Kangu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kirinyaga,Mwea,Kirinyaga South,Nyangati,Operational,No,No,No,No,,Yes,Yes,No
13669,Kengen Clinic,Kengen Clinic,None,Level 2,Dispensary,DISPENSARY,Public Institution - Parastatal,Ministry of Health,Kenya MPDB,0,0,0,Kisumu,Nyakach,Nyakach,West Nyakach,Operational,No,No,No,No,,Yes,Yes,No
10235,Gatura (PCEA) Dispensary,Gatura (PCEA) Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Nyeri,Mukurweini,Mukurweini,Mukurwe-ini West,Operational,No,No,No,No,,Yes,Yes,No
10223,Gatondo Dispensary (Kipipiri),Gatondo Dispensary (Kipipiri),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nyandarua,Kipipiri,Kipipiri,Wanjohi,Operational,No,No,No,No,,Yes,Yes,No
10212,Gathaithi Dispensary,Gathaithi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Muranga,Kiharu,Kiharu,Murarandia,Operational,No,No,No,No,,Yes,Yes,No
15656,St Mary's Kalokol Primary Health Care Programme,St Mary's Kalokol Primary Health Care Programme,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,0,Turkana,Turkana Central,Turkana Central,Kalokol,Operational,No,No,No,No,,Yes,Yes,No
10200,Gakawa Dispensary,Gakawa Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,Nyeri,Kieni,Kieni East,Gakawa,Operational,No,No,No,No,,Yes,Yes,No
12484,Matiliku Catholic Dispensary,Matiliku Catholic Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,0,Makueni,Makueni,Makueni,Nzaui/Kilili/Kalamba,Operational,No,No,No,No,,Yes,Yes,No
12448,Majengo (PCEA) Clinic,Majengo (PCEA) Clinic,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Embu,Manyatta,Manyatta,Kirimari,Operational,No,No,No,No,,Yes,Yes,No
10914,Oljororok Catholic Dispensary,Oljororok Catholic Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,0,Nyandarua,Oljorook,Oljoroorok,Weru,Operational,No,No,No,No,,Yes,Yes,No
11683,Mwakirunge Dispensary,Mwakirunge Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Mombasa,Kisauni,Kisauni,Mwakirunge,Operational,No,No,No,No,,Yes,Yes,No
12357,Kithimani Dispensary,Kithimani Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,Machakos,Yatta,Yatta,Kithimani,Operational,No,No,No,No,,Yes,Yes,No
12259,Kavisuni Dispensary,Kavisuni Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kitui,Kitui Rural,Kitui Rural,Kisasi,Operational,No,No,No,No,,Yes,Yes,No
11069,St Teresa Catholic Dispensary,St Teresa Catholic Dispensary,30642,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,0,Kirinyaga,Mwea,Kirinyaga North/Mwea West,Wamumu,Operational,No,No,No,No,,Yes,Yes,No
10468,Kangaru Dispensary (Kirinyaga),Kangaru Dispensary (Kirinyaga),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kirinyaga,Ndia,Kirinyaga West,Kiine,Operational,No,No,No,No,,Yes,Yes,No
11479,Kinagoni Dispensary,Kinagoni Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kwale,Kinango,Kinango,Chengoni/Samburu,Operational,No,No,No,No,,Yes,Yes,No
13513,Boro Dispensary,Boro Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Siaya,Alego Usonga,Alego Usonga,Central Alego,Operational,No,No,No,No,,Yes,Yes,No
12385,Korr Dispensary,Don Bosco Korr Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,2,0,2,Marsabit,Laisamis,Laisamis,Korr/Ngurunit,Operational,No,No,No,No,,Yes,Yes,No
13575,Girango Dispensary,Girango Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,Nyamira,Kitutu Masaba,Masaba North,Gachuba,Operational,No,No,No,No,,Yes,Yes,No
12216,Katangi Mission Dispensary,Katangi Mission Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,0,Machakos,Yatta,Yatta,Katangi,Operational,No,No,No,No,,Yes,Yes,No
11684,Mwaluphamba Dispensary,Mwaluphamba Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kwale,Matuga,Matuga,Mkongani,Operational,No,No,No,No,,Yes,Yes,No
12278,Kianjokoma (ACK) Trinity Clinic,Kianjokoma (ACK) Trinity Clinic,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Embu,Manyatta,Manyatta,Gaturi North,Operational,No,No,No,No,,Yes,Yes,No
14333,Chepcholiet Dispensary,Chepcholiet Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,4,0,4,Kericho,Kipkelion East,Kipkelion East,Chepseon,Operational,No,No,No,No,,Yes,Yes,No
16728,Chesirimion Dispensary,Chesirimion Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Tiaty,Tiaty East,Loiyamorok,Operational,No,No,No,No,,Yes,Yes,No
14336,Chepkechir Dispensary,Chepkechir Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Kapenguria,West Pokot,Kapenguria,Operational,No,No,Yes,No,,Yes,Yes,No
13713,Kombe Dispensary,Kombe Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Migori,Kuria West,Kuria West,Masaba,Operational,No,No,No,No,,Yes,Yes,No
11588,Mbalambala Dispensary,Mbalambala Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,Tana River,Bura,Bura,Madogo,Operational,No,No,No,No,,Yes,Yes,No
13364,Hodhan Dispensary,Hodhan Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Wajir,Wajir East,Wajir East,Township,Operational,No,No,Yes,No,,Yes,Yes,No
12194,Karaba Wango Dispensary,Karaba Wango Dispensary,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,0,Embu,Mbeere South,Mbeere South,Mwea,Operational,No,No,No,No,,Yes,Yes,No
13155,Pumwani Majengo Dispensary,Pumwani Majengo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nairobi,Kamukunji,Kamukunji,Pumwani,Operational,No,No,No,No,,Yes,Yes,No
11625,Mizijini Dispensary,Mizijini Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kilifi,Magarini,Magarini,Marafa,Operational,No,No,Yes,No,,Yes,Yes,No
13209,St Joseph W Dispensary (Westlands),St Joseph W Dispensary (Westlands),None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,0,Nairobi,Westlands,Westlands,Mountain View,Operational,No,No,No,No,,Yes,Yes,No
12903,Conerstone Clinic,Conerstone Clinic,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Nairobi,Kasarani,Kasarani,Njiru,Operational,No,No,No,No,,Yes,Yes,No
13549,Esianyi Dispensary,Esianyi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Nyamira,North Mugirango,Nyamira North,Magwagwa,Operational,No,No,No,No,,Yes,Yes,No
13518,Bunde Health Centre,Bunde Health Centre,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,12,0,12,Kisumu,Nyando,Nyando,Ahero,Operational,No,No,No,No,,Yes,Yes,No
13479,Ang'iya Dispensary,Ang'iya Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Homa Bay,Mbita,Mbita,Kasgunga,Operational,No,No,No,No,,Yes,Yes,No
11633,Mkwiro Dispensary,Mkwiro Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kwale,Lunga Lunga,Lunga Lunga,Pongwe/Kikokeni,Operational,No,No,No,No,,Yes,Yes,No
11594,Mbwajumwali Dispensary,Mbwajumwali Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Lamu,Lamu East,Lamu East,Faza,Operational,No,No,No,No,,Yes,Yes,No
12699,Ol-Torot Dispensary,Ol-Torot Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Marsabit,Laisamis,Laisamis,Loiyangalani,Operational,No,No,No,No,,Yes,Yes,No
12696,Oll Mwea Hospital Clinic Embu (Satelite),OLL Mwea Hospital Clinic Embu (Satelite),None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,0,Embu,Manyatta,Manyatta,Kirimari,Operational,No,No,Yes,No,,Yes,Yes,No
11379,Fundi Issa Dispensary,Fundi Issa Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kilifi,Magarini,Magarini,Gongoni,Operational,No,No,No,No,,Yes,Yes,No
10081,Caritas Mariah,Caritas Mariah,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Kiambu,Thika Town,Thika Town,Kamenu,Operational,No,No,No,No,,Yes,Yes,No
13146,Port Health Dispensary (Langata),Port Health Dispensary (Langata),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nairobi,Langata,Langata,Nairobi West,Operational,No,No,Yes,No,,Yes,Yes,No
11076,Subuku Dispensary (Nyandarua North),Subuku Dispensary (Nyandarua North),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nyandarua,Ndaragwa,Ndaragwa,Central,Operational,No,No,No,No,,Yes,Yes,No
12621,Mwania (Chandaria) Dispensary,Mwania (Chandaria) Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Makueni,Makueni,Makueni,Kitise/Kithuki,Operational,No,No,No,No,,Yes,Yes,No
10435,Kaiyaba Dispensary,Kaiyaba Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nyeri,Mathira,Mathira West,Kirimukuyu,Operational,No,No,No,No,,Yes,Yes,No
10988,Sacred Heart Dispensary,Sacred Heart Dispensary,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,0,Kiambu,Kiambaa,Kiambaa,Muchatha,Operational,No,No,No,No,,Yes,Yes,No
11607,St Anne Mida Catholic Dispensary,St Anne Catholic Dispensary (Mida),None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,0,Kilifi,Kilifi North,Kilifi North,Dabaso,Operational,No,No,No,No,,Yes,Yes,No
13761,Malela Dispensary,Malela Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,5,0,5,Homa Bay,Ndhiwa,Ndhiwa,Kanyamwa Kologi,Operational,No,No,No,No,,Yes,Yes,No
13725,Kunya Dispensary,Kunya Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Siaya,Rarieda,Rarieda,North Uyoma,Operational,No,No,No,No,,Yes,Yes,No
13710,Kogelo Dispensary,Kogelo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Siaya,Alego Usonga,Alego Usonga,South East Alego,Operational,No,No,No,No,,Yes,Yes,No
13596,Guru Nanak Dispensary,Guru Nanak Dispensary,None,Level 2,Dispensary,DISPENSARY,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Kisumu,Kisumu Central,Kisumu Central,Market Milimani,Operational,No,No,No,No,,Yes,Yes,No
13988,Ongito Dispensary,Ongito Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Migori,Uriri,Uriri,North Kanyamkago,Operational,No,No,No,No,,Yes,Yes,No
11780,Sera Dispensary,Sera Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Tana River,Garsen,Garsen,Garsen North,Operational,Yes,No,No,No,,Yes,Yes,No
10599,Kihuro (ACK) Dispensary,Kihuro (ACK) Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Muranga,Mathioya,Mathioya,Kamacharia,Operational,No,No,No,No,,Yes,Yes,No
12334,Kirie Mission Clinic,Kirie Mission Clinic,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,0,Embu,Mbeere North,Mbeere North,Muminji,Operational,No,No,No,No,,Yes,Yes,No
13495,Bar Achuth Dispensary,Bar Achuth Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,4,0,4,Siaya,Ugenya,Ugenya,West Ugenya,Operational,No,No,No,No,,Yes,Yes,No
12509,Mbusyani Dispensary,Mbusyani Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kitui,Kitui Rural,Kitui Rural,Kisasi,Operational,No,No,No,No,,Yes,Yes,No
10562,Kianjege Dispensary,Kianjege Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kirinyaga,Ndia,Kirinyaga West,Kariti,Operational,No,No,No,No,,Yes,Yes,No
13711,Kogweno Oriang' Dispensary,Kogweno Oriang' Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Homa Bay,Karachuonyo,Karachuonyo,Central,Operational,No,No,No,No,,Yes,Yes,No
13499,Bar Olengo Dispensary,Bar Olengo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Siaya,Alego Usonga,Alego Usonga,South East Alego,Operational,No,No,No,No,,Yes,Yes,No
13478,Aneko Dispensary,Aneko Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Migori,Nyatike,Nyatike,Got Kachola,Operational,No,No,No,No,,Yes,Yes,No
10715,Mchana Estate Dispensary,Mchana Estate Dispensary,None,Level 2,Dispensary,DISPENSARY,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Kiambu,Ruiru,Ruiru,Gitothua,Operational,No,No,No,No,,Yes,Yes,No
11744,Pumwani Dispensary,Pumwani Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,Tana River,Galole,Galole,Mikinduni,Operational,No,No,No,No,,Yes,Yes,No
12412,Kyawango Dispensary,Kyawango Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,9,2,11,Machakos,Mwala,Mwala,Makutano/Mwala,Operational,No,No,No,No,,Yes,Yes,No
10894,Nyaribo Dispensary,Nyaribo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nyeri,Nyeri Town,Nyeri Central,Kiganjo/Mathari,Operational,No,No,No,No,,Yes,Yes,No
13480,Anjego Dispensary,Anjego Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Migori,Suna East,Suna East,Kakrao,Operational,Yes,No,Yes,No,,Yes,Yes,No
11685,Mwaluvanga Dispensary,Mwaluvanga Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kwale,Matuga,Matuga,Kubo South,Operational,No,No,No,No,,Yes,Yes,No
10477,Karaha Dispensary,Karaha Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Muranga,Kiharu,Kiharu,Mbiri,Operational,No,No,No,No,,Yes,Yes,No
14193,Aiyebo Dispensary,Aiyebo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Baringo North,Baringo North,Saimoi/Kipsaraman,Operational,No,No,No,No,,Yes,Yes,No
11817,St Joseph's Shelter of Hope,St Joseph's Shelter Of Hope,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Taita Taveta,Voi,Voi,Mbololo,Operational,No,No,No,No,,Yes,Yes,No
10693,Kijabe (AIC) Hospital Marira Medical Clinic,Kijabe (AIC) Hospital Marira Medical Clinic,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,0,Kiambu,Lari,Lari,Lari/Kirenga,Operational,No,No,No,No,,Yes,Yes,No
12792,Thaana Nzau Dispensary,Thaana Nzau Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,3,3,6,Kitui,Mwingi West,Mwingi West,Kyome/Thaana,Operational,No,No,No,No,,Yes,Yes,No
10931,Pesi Dispensary,Pesi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nyandarua,Ndaragwa,Ndaragwa,Shamata,Operational,No,No,No,No,,Yes,Yes,No
11804,Sombo Dispensary,Sombo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,Tana River,Bura,Bura,Sala,Operational,No,No,No,No,,Yes,Yes,No
13035,Kisembo Dispensary,Kisembo Dispensary,None,Level 2,Dispensary,DISPENSARY,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Nairobi,Kibra,Kibra,Lindi,Operational,No,No,No,No,,Yes,Yes,No
